uniqueID,UniqueLakeName,StudyID,Year,Month,Lat,Lon,LakeName,ChlValues,TP,TN,DOC,DO,LakeVolume,SurfaceArea,Depth.mean,Depth.max,Secchi,pH,HydroLAKES.Hylak_id,,Pro1,Pro2,Pro3,Pro4,Pro5,Pro6,Pro7,Pro8,Pro9,Pro10,Pro11,Pro12,Pro13,Pro14,Pro15,Pro16,Pro17,Population,Lake_area,Wshd_area,Buffer_size,Final_area,Country,NonHydroLakesWithAtLeastHalfWater,MostRecentMaxMonthOrMedianYear,Total_LU_Cells
newid010454,L5042,repo14,2007,,45.27322,-94.83247,LagosID13785,0.0096,,,,,,2.5068,,4,,,109169,,0,0,0,0,0,0,0,0,0.009615385,0.163461538,0.067307692,0.75,0,0.009615385,0,0,0,171.0735931,2.5,21.3,1.602668529,21.41679085,United States of America,0,1,104
newid010455,L5043,repo14,2007,,45.27388,-94.42812,LagosID55584,0.0134,,,,,,0.1506,,12.8,,,1038998,,0,0,0,0,0,0,0,0,0,0.185185185,0.037037037,0.777777778,0,0,0,0,0,211.8638,0.14,1.7,1,4.900902018,United States of America,0,1,27
newid010456,L5044,repo14,2007,,45.27488,-94.12497,LagosID3835,0.0096,,,,,,2.3737,,18.9,,,109157,,0,0,0.004048583,0,0,0,0,0,0.170040486,0.076923077,0.060728745,0.502024291,0.020242915,0.093117409,0,0.004048583,0.068825911,5647.171875,2.27,58.3,3.109227133,51.79565289,United States of America,0,1,247
newid010457,L5045,repo7,2007,,45.27488,-99.20745,1655,0.5424,,,,,,0.128,,,,,,,0,0,0,0,0,0,0,0,0,0.033333333,0,0.966666667,0,0,0,0,0,0.701379538,0.128,,1,3.136548491,United States of America,0,1,30
newid010458,L5046,repo14,2007,,45.2749,-93.1965,LagosID33640,0.0061,,,,,,0.4651,,5.8,,,1039020,,0,0,0,0,0,0,0,0.026315789,0.842105263,0.052631579,0,0.078947368,0,0,0,0,0,2357.517578,0.49,1.1,1,7.258201743,United States of America,0,1,38
newid010459,L5047,repo14,2007,,45.27501,-94.28053,LagosID2787,0.0459,,,,,,0.6194,,7.6,,,1039019,,0,0,0,0.009259259,0,0,0,0.007716049,0.225308642,0.047839506,0.009259259,0.570987654,0,0.12345679,0,0,0.00617284,3692.210693,0.56,171.2,6.158486263,138.6674883,United States of America,0,1,648
newid010460,L5048,repo14,2007,,45.27516,-94.25783,LagosID4176,0.0641,,,,,,0.3213,,7,,,1038989,,0,0,0,0.010542169,0,0,0,0.00753012,0.27560241,0.05873494,0.010542169,0.486445783,0,0.143072289,0,0,0.00753012,4351.498535,0.31,177.4,6.344404035,141.3034615,United States of America,0,1,664
newid010461,L5049,repo14,2007,,45.2759,-94.44515,LagosID3316,0.0872,,,,,,2.1614,,5.2,,,109162,,0,0,0,0,0,0,0,0,0,0.054054054,0.063063063,0.882882883,0,0,0,0,0,546.2417603,1.88,24.3,1.765676876,22.80453331,United States of America,0,1,111
newid010462,L5050,repo14,2007,,45.27612,-88.48436,LagosID4706,0.0013,0.0075,,,,,0.4251,6.096,12.192,,,1038999,,0,0,0,0.829174664,0.032629559,0,0,0.128598848,0,0.003838772,0,0.005758157,0,0,0,0,0,1006.039185,0.45,139.1,5.552838859,111.6891126,United States of America,0,1,521
newid010463,L5051,repo14,2007,,45.27949,-92.53645,LagosID4387,0.0031,0.0116,,,,,0.3524,7.0104,13.716,,,,,0,0,0,0.413793103,0,0,0,0.310344828,0.24137931,0,0,0,0,0.034482759,0,0,0,226.2438049,0.3524,,1,3.136548491,United States of America,0,1,29
newid010464,L5052,repo6,2008,,45.28333,-65.93333,PLACIDES,0.014,0.565,1.04,,,,,,,1.3,,,,0.04,0,0,0,0.88,0,0,0.04,0,0,0,0,0,0,0,0,0.04,133.4255524,,,1,3.136548491,Canada,0,1,25
newid010465,L5053,repo14,2007,,45.28348,-93.9148,LagosID1258,0.0128,,,,,,0.7142,,11.6,,,1038920,,0,0,0,0,0,0,0,0,0.461538462,0.076923077,0,0.358974359,0,0.102564103,0,0,0,598.6425781,0.66,6,1,7.090919196,United States of America,0,1,39
newid010466,L5054,repo7,2007,,45.28365,-93.84704,743,0.006,,,,,,0.3536,,,,,1038857,,0,0,0,0,0,0,0,0.005208333,0.34375,0.078125,0,0.505208333,0,0.067708333,0,0,0,7160.140625,0.32,49.2,3.087894505,39.96739244,United States of America,0,1,192
newid010467,L5055,repo7,2012,,45.28593,-68.89277,113,0.0128,,,,,,0.044,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.605857849,0.044,,1,3.136548491,United States of America,0,1,24
newid010468,L5056,repo14,2007,,45.28761,-93.99396,LagosID49372,0.1199,,,,,,0.8227,,,,,1038869,,0,0,0,0,0,0,0,0,0,0.15,0,0.8,0,0.05,0,0,0,193.6926117,0.73,4.2,1,7.334664369,United States of America,0,1,40
newid010469,L5057,repo14,2007,,45.28794,-92.53883,LagosID1806,0.0062,0.018,,,,,0.1577,,2.1336,,,,,0,0,0,0.357142857,0,0,0,0.285714286,0.357142857,0,0,0,0,0,0,0,0,279.2208252,0.1577,,1,3.136548491,United States of America,0,1,28
newid010470,L5058,repo14,2007,,45.28923,-93.85491,LagosID125049,0.0097,,,,,,0.432,,13.4112,,,1038891,,0,0,0,0,0,0,0,0.005747126,0.402298851,0.063218391,0,0.448275862,0,0.08045977,0,0,0,5167.200684,0.4,44.1,3.010095478,36.38560766,United States of America,0,1,174
newid010471,L5059,repo7,2007,,45.29,-98.76205,1255,0.516,,,,,,0.4574,,,,,1038889,,0,0,0,0,0,0,0,0,0,0.055785124,0.012396694,0.925619835,0,0,0,0.006198347,0,58.91634369,0.43,127.9,5.266036226,102.7790804,United States of America,0,1,484
newid010472,L5060,repo14,2007,,45.29171,-92.83688,LagosID117695,0.0222,,,,,,0.205,,,,,,,0,0,0,0,0,0,0,0,0.518518519,0,0,0.185185185,0,0.296296296,0,0,0,321.6724854,0.205,,1,3.136548491,United States of America,0,1,27
newid010473,L5061,repo14,2007,,45.29193,-88.68452,LagosID1681,0.0043,0.0216,,,,,0.6224,,2.7432,,,1038881,,0,0,0,0.837837838,0.027027027,0,0,0,0,0.054054054,0,0.081081081,0,0,0,0,0,9.508592606,0.63,7.4,1.039340692,7.090274549,United States of America,0,1,37
newid010475,L5063,2286,2004,,45.29306,-72.26889,Orford,0.0017,0.0079,,3.39,,,1.29,,39.5,8,7.7,109132,,0,0,0,0.640625,0.109375,0,0,0.1875,0.015625,0.015625,0.015625,0,0,0,0,0,0.015625,824.5736084,1.28,14.3,1.197289919,12.83760872,Canada,0,1,64
newid010477,L5065,repo14,2007,,45.29351,-83.96581,LagosID448,0.0052,0.009,0.785,,,,0.4147,,3.048,,,1038855,,0,0,0,0.129032258,0.032258065,0,0,0.741935484,0,0.032258065,0.032258065,0,0,0,0,0,0.032258065,82.9354248,0.37,1.4,1,5.905306373,United States of America,0,1,31
newid010478,L5066,repo14,2007,,45.29544,-93.88289,LagosID136690,0.0043,,,,,,0.3788,,15.8,,,1038853,,0,0,0,0,0,0,0,0.012345679,0.456790123,0.049382716,0,0.296296296,0,0.185185185,0,0,0,774.2733154,0.33,19.8,1.932833484,16.52587233,United States of America,0,1,81
newid010479,L5067,repo14,2007,,45.29556,-91.35787,LagosID5261,0.003,0.0151,,,,,1.1004,8.8392,30.48,,,109125,,0,0,0,0.411764706,0,0,0,0.37254902,0.117647059,0.039215686,0,0.058823529,0,0,0,0,0,81.92172241,1.02,10.1,1,9.849160687,United States of America,0,1,51
newid010510,L5068,repo1,2013,,45.29583,-79.23472,Chub,0.0018,,,,,,,,,,,1038867,,0,0,0,0.514285714,0.342857143,0,0,0.057142857,0,0.028571429,0.028571429,0,0,0,0,0,0.028571429,434.0838013,0.27,0.3,1,6.103928943,Canada,0,1,35
newid010511,L5069,repo14,2007,,45.29597,-92.53976,LagosID5205,0.0164,0.0259,,,,,0.9901,5.1816,7.3152,,,,,0,0,0,0.37037037,0,0,0,0.259259259,0.37037037,0,0,0,0,0,0,0,0,279.6446533,0.9901,,1,3.136548491,United States of America,0,1,27
newid010512,L5070,repo12,1999,,45.29621,-92.54946,Big,0.0073,,,,,,,,,,,,,0,0,0,0.142857143,0,0,0,0.25,0.571428571,0,0,0,0,0.035714286,0,0,0,287.5164185,,,1,3.136548491,United States of America,0,1,28
newid010513,L5071,repo14,2007,,45.29625,-96.30493,LagosID78424,0.129,,,,,,0.1513,,,,,1038826,,0,0,0,0,0,0,0,0,0,0.074074074,0,0.925925926,0,0,0,0,0,11.39263344,0.13,2,1,4.896026438,United States of America,0,1,27
newid010514,L5072,repo14,2007,,45.29831,-94.94253,LagosID8913,0.0058,,,,,,0.0701,,,,,,,0,0,0,0,0,0,0,0,0.296296296,0.333333333,0.074074074,0.037037037,0.259259259,0,0,0,0,1387.217529,0.0701,,1,3.136548491,United States of America,0,1,27
newid010515,L5073,repo14,2007,,45.29855,-83.99387,LagosID2729,0.0029,0.012,0.475,,,,1.202,,7.9248,,,109119,,0,0,0,0.383333333,0.046666667,0,0,0.53,0,0.03,0.003333333,0.003333333,0,0,0,0,0.003333333,280.7464905,1.05,76,3.440088045,64.59418164,United States of America,0,1,300
newid010516,L5074,repo14,2007,,45.29937,-93.38848,LagosID103162,0.0194,,,,,,0.167,,1,,,,,0,0,0,0.111111111,0,0,0,0.222222222,0.592592593,0,0,0,0.074074074,0,0,0,0,795.7504272,0.167,,1,3.136548491,United States of America,0,1,27
newid010517,L5075,repo14,2007,,45.3002,-91.61619,LagosID4854,0.0752,,,,,,1.076,1.8288,3.6576,,,,,0,0,0,0.035714286,0,0,0,0.5,0.392857143,0,0,0.035714286,0,0.035714286,0,0,0,333.2300415,1.076,,1,3.136548491,United States of America,0,1,28
newid010518,L5076,repo14,2007,,45.30041,-94.93592,LagosID105254,0.0076,,,,,,0.1111,,2.6,,,,,0,0,0,0,0,0,0,0,0.37037037,0.259259259,0.148148148,0,0.222222222,0,0,0,0,1172.028809,0.1111,,1,3.136548491,United States of America,0,1,27
newid010519,L5077,repo14,2007,,45.30055,-92.89797,LagosID112600,0.0537,,,,,,0.1336,,,,,,,0,0,0,0,0,0,0,0.111111111,0.777777778,0,0,0.074074074,0,0.037037037,0,0,0,359.547699,0.1336,,1,3.136548491,United States of America,0,1,27
newid010520,L5078,repo14,2007,,45.30061,-95.40404,LagosID127358,0.0314,,,,,,0.8624,,1,,,1038831,,0,0,0,0,0,0,0,0,0,0.026315789,0,0.973684211,0,0,0,0,0,37.17451477,0.79,16.5,1.49167038,15.18725832,United States of America,0,1,76
newid010521,L5079,repo7,2007,,45.30108,-95.11805,1383,0.0213,,,,,,9.0705,,,,,,,0,0,0.005093379,0.030560272,0,0,0,0.004244482,0.072156197,0.12139219,0.081494058,0.652801358,0,0.018675722,0,0,0.013582343,1850.368408,9.0705,,8.613595571,232.7131686,United States of America,0,1,1178
newid010522,L5080,repo14,2007,,45.30127,-94.16897,LagosID3078,0.0176,,,,,,0.6595,,25.6,,,1038771,,0,0,0.001098901,0.005494505,0,0,0,0.004395604,0.273626374,0.063736264,0.040659341,0.473626374,0.005494505,0.104395604,0,0.001098901,0.026373626,8976.032227,0.64,245.7,7.319922626,196.1262646,United States of America,0,1,910
newid010523,L5081,repo14,2007,,45.30132,-92.86709,LagosID125146,0.0752,,,,,,0.1657,,12.8,,,,,0,0,0,0,0,0,0,0,0.777777778,0.037037037,0,0.111111111,0,0.074074074,0,0,0,383.2685547,0.1657,,1,3.136548491,United States of America,0,1,27
newid010524,L5082,repo14,2007,,45.30257,-92.83557,LagosID20093,0.0348,,,,,,0.3466,,,,,1038768,,0,0,0,0.029411765,0,0,0,0.058823529,0.382352941,0.058823529,0,0.205882353,0,0.264705882,0,0,0,462.9263306,0.28,2,1,6.143520709,United States of America,0,1,34
newid010525,L5083,repo14,2007,,45.30271,-96.38967,LagosID118753,0.466,,,,,,0.0638,,,,,,,0,0,0,0,0,0,0,0,0,0.035714286,0,0.964285714,0,0,0,0,0,12.3384304,0.0638,,1,3.136548491,United States of America,0,1,28
newid010526,L5084,repo14,2007,,45.30286,-89.70089,LagosID764,0.0125,0.033,,20,,,0.6134,,6.4008,,,1038751,,0,0,0,0.4921875,0.0078125,0,0,0.4609375,0,0.015625,0,0.0234375,0,0,0,0,0,227.1360474,0.57,31.4,2.430610461,26.40494831,United States of America,0,1,128
newid010527,L5085,repo14,2007,,45.30344,-93.90442,LagosID67,0.0044,,,,,,0.8977,,18.3,,,1038719,,0,0,0,0,0,0,0,0,0.564102564,0.076923077,0,0.205128205,0,0.153846154,0,0,0,542.3168335,0.74,8,1.026208527,7.761211686,United States of America,0,1,39
newid010528,L5086,repo14,2007,,45.30361,-92.91419,LagosID29550,0.0378,,,,,,0.1921,,,,,1038764,,0,0,0,0.007518797,0,0,0,0.030075188,0.729323308,0.045112782,0,0.127819549,0,0.060150376,0,0,0,3358.240723,0.17,33.2,2.632915602,27.28182227,United States of America,0,1,133
newid010529,L5087,repo14,2007,,45.30374,-69.84307,LagosID8054,0.0034,0.008,0.23,5.61,,,8.9899,3.6576,15.5448,,,,,0.022452504,0,0,0.345423143,0.573402418,0,0,0.053540587,0,0,0,0,0,0,0,0,0.005181347,51.2946167,8.9899,,8.576797782,230.729087,United States of America,0,1,1158
newid010530,L5088,repo14,2007,,45.30443,-87.8165,LagosID4424,0.0045,0.023,,,,,0.7512,2.7432,6.096,,,1038793,,0,0,0,0.443037975,0.215189873,0,0,0.278481013,0,0.025316456,0,0.037974684,0,0,0,0,0,76.04190063,0.8,17.5,1.685919524,15.74674587,United States of America,0,1,79
newid010531,L5089,repo14,2007,,45.30476,-94.11874,LagosID2572,0.0143,,,,,,12.6041,,22.2504,,,8845,,0,0,0.000607903,0.007294833,0,0,0,0.001823708,0.248632219,0.062006079,0.029179331,0.520364742,0.003039514,0.111854103,0,0.000607903,0.014589666,14792.27832,12.15,402.9,7.982497956,352.2914571,United States of America,0,1,1645
newid010532,L5090,repo14,2007,,45.30512,-90.43403,LagosID4669,0.031,0.086,,,,,1.6657,1.524,3.048,,,109090,,0,0,0,0.965299685,0,0,0,0.018927445,0,0.006309148,0,0.009463722,0,0,0,0,0,78.79541779,1.49,72.9,3.081064875,66.86624144,United States of America,0,1,317
newid010533,L5091,repo4,2015,,45.30633,14.71333,Bajer,0.0009,0.02,0.6,,,,,,,3,,1359034,,0,0,0.007194245,0.230215827,0.374100719,0,0,0.26618705,0.035971223,0.071942446,0,0,0.007194245,0,0,0,0.007194245,689.3347168,0.26,35,2.642406696,28.85736524,Croatia,0,1,139
newid010534,L5092,repo14,2007,,45.30636,-93.16581,LagosID1927,0.0163,,,,,,6.0122,,8.2,,,109141,,0,0,0,0.011204482,0,0,0,0.112044818,0.854341737,0.005602241,0,0.008403361,0,0,0,0,0.008403361,9227.879883,5.58,85.1,2.931728379,76.86447124,United States of America,0,1,357
newid010535,L5093,repo14,2007,,45.30782,-92.37093,LagosID4450,0.0033,0.02,,,,,0.2895,1.524,2.7432,,,1038703,,0,0,0,0.033333333,0,0,0,0.233333333,0.366666667,0.066666667,0,0.1,0.133333333,0.066666667,0,0,0,2931.746338,0.27,5.6,1,5.352874876,United States of America,0,1,30
newid010536,L5094,repo14,2007,,45.30791,-94.02752,LagosID2913,0.0248,,,,,,0.5478,,7,,,1038691,,0,0,0,0,0,0,0,0,0.2,0.171428571,0.028571429,0.542857143,0,0.057142857,0,0,0,327.758667,0.49,1.7,1,6.778235322,United States of America,0,1,35
newid010537,L5095,repo14,2007,,45.30819,-94.23848,LagosID1762,0.0518,,,,,,1.2664,,13.7,,,,,0,0,0,0,0,0,0,0,0.185185185,0.296296296,0,0.111111111,0,0.407407407,0,0,0,402.1276245,1.2664,,1,3.136548491,United States of America,0,1,27
newid010538,L5096,repo14,2007,,45.30888,-88.19946,LagosID5194,0.0055,0.022,,,,,5.9565,3.6576,16.4592,,,,,0.003731343,0,0,0.496268657,0.060945274,0,0,0.416666667,0.009950249,0.001243781,0,0.01119403,0,0,0,0,0,1138.407227,5.9565,,7.040132716,155.4582228,United States of America,0,1,804
newid010539,L5097,repo14,2007,,45.30894,-93.60206,LagosID3041,0.0375,,,,,,1.1728,,4.572,,,,,0,0,0,0,0,0,0,0,0.714285714,0.035714286,0.142857143,0,0.107142857,0,0,0,0,3864.289307,1.1728,,1,3.136548491,United States of America,0,1,28
newid010540,L5098,2286,2004,,45.30944,-72.31611,DÂ’Argent,0.002,0.0166,,6.8,,,0.96,,15.9,2.75,7.6,109123,,0,0,0,0.694545455,0.08,0,0,0.207272727,0.007272727,0.003636364,0.003636364,0,0,0,0,0,0.003636364,1858.402588,1.04,68.7,3.629720073,58.07168954,Canada,0,1,275
newid010541,L5099,repo14,2007,,45.3101,-95.07548,LagosID422,0.0394,,,,,,1.3979,,,,,109110,,0,0,0.063829787,0.085106383,0,0,0,0,0.042553191,0.14893617,0.340425532,0.29787234,0,0.021276596,0,0,0,146.38974,1.32,4.5,1,9.078652616,United States of America,0,1,47
newid010542,L5100,repo14,2007,,45.31039,-95.04314,LagosID3909,0.0057,,,,,,3.0444,,7.6,,,109121,,0,0,0.038961039,0.077922078,0,0,0,0,0.12987013,0.298701299,0.220779221,0.207792208,0,0,0,0,0.025974026,274.3909302,2.78,14.2,1.217591047,15.72847344,United States of America,0,1,77
newid010543,L5101,repo7,2012,,45.31073,-95.09222,121,0.0185,,,,,,9.0705,,,,,109120,,0,0,0.011013216,0.050660793,0,0,0,0.008810573,0.081497797,0.0969163,0.143171806,0.557268722,0,0.019823789,0,0,0.030837004,938.5223999,3.62,113.3,4.210406211,96.05665609,United States of America,0,1,454
newid010544,L5102,repo14,2007,,45.31086,-96.23106,LagosID111483,0.056,,,,,,0.1932,,,,,1038700,,0,0,0,0,0,0,0,0,0,0.042553191,0,0.957446809,0,0,0,0,0,28.01589203,0.18,10.9,1.45083624,9.375333892,United States of America,0,1,47
newid010545,L5103,repo14,2007,,45.31115,-93.9795,LagosID71026,0.0406,,,,,,0.3259,,,,,1038666,,0,0,0,0,0,0,0,0,0.272727273,0.060606061,0,0.439393939,0,0.227272727,0,0,0,483.4431458,0.31,14.9,1.682931045,12.92802727,United States of America,0,1,66
newid010547,L5105,repo14,2007,,45.31278,-92.93669,LagosID256,0.0141,,,,,,0.1432,,14.6,,,,,0,0,0,0,0,0,0,0.037037037,0.777777778,0,0,0.111111111,0,0.074074074,0,0,0,634.6291504,0.1432,,1,3.136548491,United States of America,0,1,27
newid010549,L5106,repo7,2012,,45.31432,-92.56254,103,0.0052,,,,,,0.2613,,,,,1038648,,0,0,0,0.075342466,0,0,0,0.280821918,0.356164384,0.01369863,0,0.123287671,0,0.150684932,0,0,0,1255.631104,0.23,36.5,2.824289716,30.57359479,United States of America,0,1,146
newid010550,L5107,repo14,2007,,45.31495,-92.36961,LagosID4236,0.0009,0.0165,,,,,0.5225,3.3528,8.2296,,,1038678,,0,0,0,0.027027027,0,0,0,0.351351351,0.378378378,0.054054054,0,0.081081081,0.081081081,0.027027027,0,0,0,2795.831787,0.51,5.6,1,6.911642058,United States of America,0,1,37
newid010551,L5108,repo14,2007,,45.31556,-92.99426,LagosID120911,0.0146,,,,,,0.3671,,,,,1038647,,0,0,0,0,0,0,0,0,0.724137931,0.172413793,0,0.103448276,0,0,0,0,0,3679.209961,0.29,0.9,1,5.496296874,United States of America,0,1,29
newid010552,L5109,repo14,2007,,45.31622,-91.62596,LagosID5009,0.0767,,,,,,3.7383,3.9624,6.7056,,,,,0,0,0,0.053435115,0,0,0,0.324427481,0.280534351,0.017175573,0.015267176,0.188931298,0.011450382,0.101145038,0,0,0.007633588,4385.231934,3.7383,,5.63039871,99.43294581,United States of America,0,1,524
newid010553,L5110,repo14,2007,,45.31762,-94.03835,LagosID2086,0.0061,,,,,,4.0354,,19.2,,,109087,,0,0,0,0.03030303,0,0,0,0,0.492424242,0.075757576,0.03030303,0.310606061,0,0.060606061,0,0,0,1175.293335,3.58,27.2,1.661175586,27.36222831,United States of America,0,1,132
newid010554,L5111,repo14,2007,,45.31771,-94.19642,LagosID3996,0.0326,,,,,,0.519,,13.7,,,1038618,,0,0,0.001124859,0.006749156,0,0,0,0.005624297,0.260967379,0.053993251,0.031496063,0.501687289,0.001124859,0.114735658,0,0,0.022497188,6746.391602,0.47,233.1,7.183623019,190.3474102,United States of America,0,1,889
newid010555,L5112,repo14,2007,,45.31828,-93.96587,LagosID77306,0.0823,,,,,,0.4271,,,,,1038593,,0,0,0,0.039702233,0,0,0,0,0.362282878,0.062034739,0,0.389578164,0,0.146401985,0,0,0,2733.996826,0.43,105.8,4.687809185,86.36702533,United States of America,0,1,403
newid010556,L5113,repo14,2007,,45.31852,-89.78297,LagosID2759,0.0157,0.062,0.794,,,,0.3018,,9.7536,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.54111862,0.3018,,1,3.136548491,United States of America,0,1,25
newid010557,L5114,repo12,1998,,45.31887,-91.3778,Island,0.0109,,,,,,,,,,,109094,,0,0,0,0.441666667,0,0,0,0.477777778,0.066666667,0.005555556,0,0.008333333,0,0,0,0,0,468.0033569,1.95,88.8,3.940746523,76.95074465,United States of America,0,1,360
newid010559,L5115,repo7,2012,,45.3192,-92.42664,108,0.0724,,,,,,5.7756,,,,,109100,,0,0,0,0.095753539,0,0,0,0.243130724,0.246461282,0.004163197,0,0.179850125,0.003330558,0.224812656,0,0,0.002497918,8341.147461,5.36,309.2,7.101234489,258.6049399,United States of America,0,1,1201
newid010560,L5116,repo14,2007,,45.32047,-91.43292,LagosID4885,0.0556,0.1128,,,,,2.1878,3.048,12.192,,,,,0,0,0,0.666666667,0,0,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,51.10166931,2.1878,,1,3.136548491,United States of America,0,1,27
newid010561,L5117,repo14,2007,,45.32095,-92.94757,LagosID4115,0.0156,,,,,,0.8594,,14.3,,,,,0,0,0,0,0,0,0,0,0.892857143,0,0,0.107142857,0,0,0,0,0,1103.785889,0.8594,,1,3.136548491,United States of America,0,1,28
newid010562,L5118,repo14,2007,,45.32123,-95.23008,LagosID35774,0.1819,,,,,,0.4381,,,,,,,0,0,0,0,0,0,0,0,0,0.107142857,0.142857143,0.75,0,0,0,0,0,24.50664902,0.4381,,1,3.136548491,United States of America,0,1,28
newid010563,L5119,repo14,2007,,45.3215,-92.37139,LagosID4857,0.0034,0.0145,,,,,0.6004,4.2672,10.0584,,,1038632,,0,0,0,0.024390244,0,0,0,0.317073171,0.292682927,0.048780488,0,0.073170732,0.024390244,0.219512195,0,0,0,1909.224609,0.42,2.6,1,7.346128123,United States of America,0,1,41
newid010564,L5120,repo14,2007,,45.32162,-96.35813,LagosID3251,0.041,,,,,,0.5452,,4.6,,,1038612,,0,0,0,0,0,0,0,0,0,0.059181897,0.033942559,0.902523934,0.001740644,0,0,0.000870322,0.001740644,2718.731201,0.58,311,8.287121719,246.4992583,United States of America,0,1,1149
newid010565,L5121,repo14,2007,,45.32182,-94.10241,LagosID3069,0.0034,,,,,,0.8621,,10.4,,,1038577,,0,0,0,0,0,0,0,0,0.41025641,0.179487179,0.153846154,0.256410256,0,0,0,0,0,457.7331543,0.77,3.9,1,7.10993821,United States of America,0,1,39
newid010566,L5122,repo14,2007,,45.32185,-94.92152,LagosID138768,0.0075,,,,,,2.9256,,2,,,,,0,0,0,0.037037037,0,0,0,0,0.074074074,0.518518519,0.37037037,0,0,0,0,0,0,253.5970612,2.9256,,1,3.136548491,United States of America,0,1,27
newid010567,L5123,repo14,2007,,45.3236,-92.82667,LagosID14882,0.0157,,,,,,0.5907,,,,,,,0,0,0,0,0,0,0,0.037037037,0.37037037,0,0,0.296296296,0,0.296296296,0,0,0,230.9693604,0.5907,,1,3.136548491,United States of America,0,1,27
newid010568,L5124,repo14,2007,,45.32409,-94.15834,LagosID104200,0.007,,,,,,0.3951,,15.5,,,1038569,,0,0,0,0.018292683,0,0,0,0,0.317073171,0.073170732,0.079268293,0.384146341,0,0.079268293,0,0,0.048780488,756.651001,0.35,39.8,2.830968637,33.69018588,United States of America,0,1,164
newid010569,L5125,repo14,2007,,45.3241,-95.27936,LagosID44280,0.0409,,,,,,0.822,,6.4008,,,1038568,,0,0,0,0,0,0,0,0,0.025641026,0.179487179,0.153846154,0.641025641,0,0,0,0,0,17.94704628,0.64,5.6,1,7.198290873,United States of America,0,1,39
newid010570,L5126,repo14,2007,,45.32543,-88.63349,LagosID4320,0.0026,0.0127,,,,,0.532,1.8288,3.3528,,,109115,,0,0,0,0.736986301,0.049315068,0,0,0.2,0,0.005479452,0,0.008219178,0,0,0,0,0,952.5540161,2.41,59.1,3.765786645,77.51053496,United States of America,0,1,365
newid010571,L5127,repo14,2007,,45.32619,-94.86685,LagosID2073,0.0049,,,,,,1.2531,,13.7,,,109093,,0,0,0,0,0,0,0,0.018181818,0.236363636,0.272727273,0.036363636,0.327272727,0,0.109090909,0,0,0,446.1947632,1,4.4,1,11.29083305,United States of America,0,1,55
newid010572,L5128,2286,2004,,45.32694,-72.31361,Parker,0.0062,0.0236,,8.83,,,0.23,,9.14,1.75,7.2,1038552,,0,0,0,0.730769231,0.016483516,0,0,0.230769231,0.005494505,0.005494505,0.005494505,0,0,0,0,0,0.005494505,1361.312622,0.23,46.3,3.19355609,38.25654911,Canada,0,1,182
newid010573,L5129,repo14,2007,,45.32889,-95.24672,LagosID125110,0.1105,,,,,,1.3522,,,,,,,0,0,0,0,0,0,0,0,0.035714286,0.214285714,0.25,0.5,0,0,0,0,0,22.99948502,1.3522,,1,3.136548491,United States of America,0,1,28
newid010574,L5130,1575,2003,,45.329,-79.297,Vernon,0.002,0.0079,,7.1,,,15.051,,37.2,2.5,6.75,8846,,0,0,0,0.305628937,0.570006096,0,0,0.078439342,0.000203211,0.004877058,0.003048161,0,0.01117659,0,0,0,0.026620606,20640.13477,15.82,1103.7,14.7299221,1057.452308,Canada,0,1,4921
newid010575,L5131,repo14,2007,,45.32935,-88.59969,LagosID4499,0.0032,0.0143,,,,,1.7999,2.7432,9.144,,,,,0,0,0,0.25,0.071428571,0,0,0.678571429,0,0,0,0,0,0,0,0,0,264.269043,1.7999,,1,3.136548491,United States of America,0,1,28
newid010576,L5132,repo14,2007,,45.32975,-89.09793,LagosID5020,0.0021,0.012,,,,,0.3455,5.4864,11.5824,,,1038501,,0,0,0,0.879310345,0,0,0,0.034482759,0,0.034482759,0,0.051724138,0,0,0,0,0,14.10768509,0.32,13.1,1.523414536,11.08665693,United States of America,0,1,58
newid010577,L5133,repo14,2007,,45.32988,-92.7675,LagosID34729,0.0063,,,,,,0.2473,,,,,1038500,,0,0,0,0.074074074,0,0,0,0.259259259,0.296296296,0.074074074,0,0.111111111,0,0.185185185,0,0,0,246.4086304,0.13,2.9,1,5.016334941,United States of America,0,1,27
newid010578,L5134,repo14,2007,,45.33011,-94.27296,LagosID3574,0.0042,,,,,,0.7814,,3.7,,,1038513,,0,0,0,0,0,0,0,0,0.25,0.125,0,0.55,0,0.075,0,0,0,249.1882324,0.77,6.6,1,7.308252489,United States of America,0,1,40
newid010579,L5135,repo14,2007,,45.33032,-94.11251,LagosID27432,0.008,,,,,,0.261,,10.7,,,,,0,0,0,0,0,0,0,0,0.444444444,0.148148148,0.148148148,0.185185185,0,0.074074074,0,0,0,273.1906738,0.261,,1,3.136548491,United States of America,0,1,27
newid010580,L5136,repo14,2007,,45.33039,-93.99696,LagosID1497,0.0098,,,,,,0.9003,,10.4,,,1038488,,0,0,0,0.035460993,0,0,0,0,0.446808511,0.070921986,0,0.290780142,0,0.156028369,0,0,0,1329.731445,0.69,34.4,2.492256147,29.08703352,United States of America,0,1,141
